,Unnamed: 0,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7630,7630,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0
1721,1721,585,France,Female,39,7,0.0,2,1,0,2401.26,0
3039,3039,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0
8786,8786,741,Germany,Female,19,8,108711.57,2,1,0,24857.25,0
796,796,702,France,Female,46,9,98444.19,1,0,1,109563.28,0
3442,3442,850,Germany,Female,30,8,154870.28,1,1,1,54191.38,0
6156,6156,794,Spain,Male,33,8,0.0,2,0,0,91340.02,0
5778,5778,526,France,Female,36,0,0.0,2,1,0,97767.63,0
3754,3754,535,Spain,Male,35,8,118989.92,1,1,1,135536.72,0
7873,7873,782,France,Male,36,5,81210.72,2,0,1,108003.38,0
8126,8126,729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1
96,96,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0
4165,4165,775,France,Male,60,7,0.0,2,1,1,111558.7,0
7888,7888,594,France,Female,31,0,79340.95,1,1,0,78255.86,0
3994,3994,809,Spain,Male,80,8,0.0,2,0,1,34164.05,0
4972,4972,643,Germany,Male,41,2,127841.52,1,1,0,172363.41,0
2157,2157,744,France,Female,44,3,0.0,2,1,1,189016.14,0
5050,5050,703,France,Male,32,1,125685.79,1,1,1,56246.72,0
6613,6613,524,France,Female,28,7,0.0,2,0,1,147100.72,0
7501,7501,681,France,Female,58,8,93173.88,1,1,1,139761.25,0
8588,8588,712,Spain,Female,29,7,77919.78,1,1,0,122547.58,0
9801,9801,569,Spain,Female,30,3,139528.23,1,1,1,33230.37,0
1328,1328,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1
8110,8110,677,Germany,Female,36,10,68806.84,1,1,0,33075.24,0
9221,9221,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1
6270,6270,696,Spain,Male,24,9,0.0,1,0,0,10883.52,0
1040,1040,580,Spain,Male,67,3,153946.14,1,1,1,7418.92,0
7163,7163,850,France,Female,46,3,0.0,2,1,1,187980.21,0
8407,8407,726,France,Male,28,2,0.0,1,0,0,98060.51,0
2930,2930,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0
5483,5483,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0
5501,5501,631,France,Female,31,8,137687.72,1,1,0,190067.12,0
8144,8144,571,France,Male,34,1,99325.04,2,0,1,186052.15,0
963,963,529,Spain,Male,63,4,96134.11,3,1,0,108732.96,1
7976,7976,849,France,Male,35,4,110837.73,1,0,0,126419.8,0
3051,3051,762,France,Male,53,1,102520.37,1,1,1,170195.4,0
8474,8474,721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0
6413,6413,739,France,Female,20,4,133800.98,1,0,1,150245.81,0
6973,6973,659,Germany,Male,39,8,106259.63,2,1,1,198103.32,0
3446,3446,649,France,Male,37,9,87374.88,2,1,1,247.36,0
1674,1674,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1
7417,7417,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0
7896,7896,635,Spain,Male,41,1,0.0,2,1,0,175611.5,0
869,869,435,France,Male,36,4,0.0,1,1,1,197015.2,0
2092,2092,655,Spain,Male,38,3,250898.09,3,0,1,81054.0,1
9370,9370,561,France,Male,43,4,0.0,4,0,0,18522.91,1
1525,1525,569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0
8677,8677,609,Germany,Female,40,10,137389.77,2,1,0,170122.22,0
2891,2891,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,0
9690,9690,846,France,Female,34,10,142388.61,2,0,1,68393.64,1
8986,8986,760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0
3121,3121,634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0
3800,3800,850,France,Female,28,2,0.0,2,1,1,38773.74,0
7520,7520,595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0
3270,3270,850,France,Female,33,7,118004.26,1,1,0,183983.82,0
3505,3505,640,France,Male,45,1,0.0,1,1,1,10908.33,0
6401,6401,556,France,Female,46,10,0.0,2,0,0,109184.24,0
3106,3106,554,France,Female,45,6,0.0,2,1,1,181204.5,0
1959,1959,707,France,Male,33,8,136678.52,1,1,0,54290.62,0
7580,7580,708,France,Male,34,3,0.0,1,0,1,121457.88,1
5354,5354,789,France,Male,31,4,175477.15,1,1,1,172832.9,0
6592,6592,685,France,Female,33,6,0.0,2,0,1,186785.01,0
8480,8480,456,France,Male,29,5,107000.49,1,1,1,153419.62,0
2712,2712,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
4823,4823,786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0
2452,2452,734,France,Female,29,0,139994.66,1,1,0,17744.72,0
5388,5388,574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1
3393,3393,710,France,Male,30,6,0.0,2,1,1,8991.17,0
5885,5885,602,France,Female,29,3,88814.4,2,1,1,62487.97,0
4518,4518,850,Spain,Female,29,7,0.0,2,1,0,23237.25,0
3186,3186,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0
5049,5049,784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0
845,845,505,France,Male,49,7,80001.23,1,0,0,135180.11,0
9431,9431,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0
8153,8153,606,Spain,Female,25,3,147386.72,3,1,0,45482.04,1
5291,5291,659,France,Female,32,2,155584.21,1,0,1,153662.88,0
5299,5299,543,France,Female,71,1,104308.77,1,1,1,25650.04,0
1618,1618,697,France,Male,27,8,141223.68,2,1,0,90591.15,0
3755,3755,744,France,Male,29,1,0.0,1,0,0,82422.97,0
303,303,712,France,Female,33,6,0.0,2,1,1,190686.16,0
2178,2178,774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0
3146,3146,548,France,Female,28,8,116755.5,2,1,1,158585.17,1
444,444,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1
9594,9594,785,France,Male,55,5,0.0,2,1,1,7008.65,0
4203,4203,791,France,Female,52,7,0.0,1,1,1,122782.5,0
7610,7610,762,France,Male,36,5,119547.46,1,1,1,42693.65,0
5007,5007,554,Spain,Female,46,7,87603.35,3,0,1,96929.24,1
9579,9579,821,Germany,Male,45,0,135827.33,2,1,1,131778.58,0
987,987,569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1
9609,9609,741,France,Female,35,1,0.0,2,1,0,36557.55,0
9182,9182,597,France,Female,28,0,142705.95,1,1,0,127233.39,0
8691,8691,698,France,Female,39,4,0.0,2,0,1,47455.82,0
2864,2864,708,Germany,Male,37,8,153366.13,1,1,1,26912.34,0
6499,6499,782,France,Male,32,9,0.0,1,1,1,87566.97,0
3592,3592,677,Spain,Male,56,5,123959.97,1,1,1,60590.72,1
6578,6578,850,France,Female,28,9,0.0,2,1,0,185821.41,0
4113,4113,667,France,Male,33,4,0.0,2,1,1,131834.75,0
3095,3095,792,France,Male,19,7,143390.51,1,1,0,33282.84,0
9554,9554,779,France,Female,29,3,46388.16,3,1,0,127939.26,1
3943,3943,649,France,Male,46,5,0.0,2,1,1,76946.6,0
9436,9436,684,France,Male,38,4,0.0,3,1,0,75609.84,0
7874,7874,641,Germany,Male,32,5,122947.92,1,1,1,99154.86,0
8903,8903,520,France,Male,35,9,105387.89,1,1,1,25059.06,0
2228,2228,644,France,Female,37,8,0.0,2,1,0,20968.88,0
4195,4195,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1
5878,5878,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0
7169,7169,490,France,Male,34,5,122952.9,2,0,0,154360.97,0
2364,2364,707,France,Female,31,2,82787.93,2,0,0,91423.69,0
9927,9927,814,France,Female,31,6,87772.52,1,1,0,188516.45,0
6045,6045,549,Germany,Female,37,1,130622.34,2,1,1,128499.94,0
2015,2015,779,Germany,Female,40,2,75470.23,1,1,1,52894.01,0
5329,5329,620,France,Male,41,3,0.0,2,1,1,137309.06,0
2601,2601,622,Spain,Female,41,9,0.0,2,1,1,155786.39,0
9556,9556,769,Germany,Male,34,7,115101.5,1,0,0,57841.89,1
8875,8875,702,Germany,Male,36,9,90560.48,2,1,0,174268.87,0
4780,4780,711,Spain,Male,36,8,0.0,2,1,0,55207.41,0
2629,2629,768,Spain,Female,42,3,0.0,1,0,0,161242.99,1
5669,5669,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0
5394,5394,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0
790,790,698,France,Male,36,2,82275.35,2,1,1,93249.26,0
2744,2744,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0
5693,5693,653,France,Female,32,4,83772.95,1,0,1,23920.65,0
9790,9790,559,Spain,Female,39,2,0.0,2,1,1,121151.1,0
4496,4496,701,France,Female,42,6,86167.82,1,1,0,153342.38,0
16,16,653,Germany,Male,58,1,132602.88,1,1,0,5097.67,1
1854,1854,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
2182,2182,665,Spain,Male,38,9,0.0,1,0,1,87412.74,0
20,20,732,France,Male,41,8,0.0,2,1,1,170886.17,0
7727,7727,681,France,Female,63,7,0.0,2,1,1,55054.48,0
8564,8564,519,France,Male,48,10,71083.98,1,1,0,137959.0,0
227,227,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1
1091,1091,732,France,Male,36,7,126195.81,1,1,1,133172.48,0
5396,5396,591,France,Male,42,9,161651.37,2,1,1,131753.97,0
1295,1295,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0
6841,6841,714,Germany,Male,26,3,119545.48,2,1,0,65482.94,0
6618,6618,636,Germany,Female,29,3,97325.15,1,0,1,131924.38,0
1344,1344,460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1
7959,7959,556,France,Female,40,8,0.0,2,1,0,62112.7,0
2821,2821,714,Spain,Female,33,10,103121.33,2,1,1,49672.01,0
5670,5670,497,France,Male,32,8,0.0,2,1,0,67364.42,0
9884,9884,751,France,Female,48,4,0.0,1,0,1,30165.06,1
4985,4985,554,Germany,Male,26,4,121365.39,1,1,1,8742.36,0
9816,9816,643,Spain,Male,48,8,0.0,2,1,0,174729.3,0
5343,5343,727,France,Male,47,7,0.0,2,1,0,193305.35,0
7427,7427,714,Spain,Male,33,8,122017.19,1,0,0,162515.17,0
3165,3165,651,France,Female,39,6,0.0,1,1,0,24176.44,0
8059,8059,728,France,Female,34,6,90425.15,2,1,1,11597.69,0
1733,1733,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
7103,7103,552,Germany,Female,42,8,103362.14,1,0,1,186869.58,1
1688,1688,601,France,Female,41,1,0.0,2,0,1,160607.06,0
5085,5085,547,Germany,Male,49,8,121537.71,2,1,0,46521.45,1
6028,6028,646,Spain,Female,50,5,142644.64,2,1,1,142208.5,1
2203,2203,613,Spain,Male,30,9,111927.45,1,1,1,175795.87,0
2497,2497,613,France,Male,20,3,0.0,2,1,1,149613.77,0
9107,9107,655,Spain,Male,38,9,0.0,1,0,1,90490.33,0
1412,1412,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0
848,848,611,Spain,Male,51,1,122874.74,1,1,1,149648.45,0
6030,6030,487,Spain,Male,33,8,145729.71,1,1,0,41365.85,0
511,511,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0
3307,3307,572,France,Female,38,7,0.0,2,1,1,133122.62,0
1169,1169,653,France,Female,38,8,102133.38,1,1,1,166520.96,0
8794,8794,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1
911,911,648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0
9342,9342,619,France,Female,28,3,0.0,2,1,0,53394.12,0
1204,1204,630,France,Female,40,7,0.0,2,1,1,34453.17,0
5533,5533,553,Spain,Male,44,4,0.0,1,1,0,10789.3,0
9256,9256,765,Germany,Male,37,7,102708.77,1,1,0,9087.81,0
7843,7843,586,Germany,Female,36,5,103700.69,1,1,0,194072.56,1
9953,9953,550,France,Male,47,2,0.0,2,1,1,97057.28,0
1769,1769,607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0
534,534,550,France,Female,40,7,114354.95,1,1,0,54018.93,0
1090,1090,539,Germany,Female,34,4,91622.42,1,1,1,136603.42,0
6857,6857,546,Germany,Female,52,1,106074.89,1,1,1,23548.45,1
852,852,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0
2526,2526,671,Spain,Female,29,6,0.0,2,0,0,12048.67,0
6638,6638,740,France,Male,36,4,172381.8,1,1,1,86480.29,0
9685,9685,593,France,Male,45,4,138825.19,1,0,0,10828.78,0
8810,8810,674,France,Female,21,9,120150.39,2,1,1,33964.03,0
8643,8643,754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0
9424,9424,689,France,Female,40,1,0.0,2,1,1,119446.64,0
3854,3854,687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0
8103,8103,479,Germany,Male,51,1,107714.74,3,1,0,86128.21,1
8296,8296,692,France,Female,34,7,0.0,2,1,0,195074.62,0
9979,9979,677,France,Female,58,1,90022.85,1,0,1,2988.28,0
9965,9965,627,Germany,Female,33,4,83199.05,1,0,0,159334.93,0
6283,6283,726,France,Male,37,2,132057.92,2,1,0,34743.98,0
7941,7941,592,Germany,Male,33,2,156570.86,1,1,1,37140.2,0
4325,4325,567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0
1440,1440,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1
8841,8841,557,Spain,Male,36,1,113110.26,1,1,0,98413.1,0
4293,4293,733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0
2639,2639,712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1
858,858,456,Spain,Male,32,9,147506.25,1,1,1,135399.21,0
2733,2733,571,France,Male,32,5,131354.25,1,1,0,125256.53,0
4524,4524,676,France,Male,38,8,0.0,2,1,1,133692.88,0
8799,8799,454,France,Male,34,4,0.0,2,1,0,198817.72,0
4137,4137,789,Germany,Male,51,3,104677.09,1,1,0,74265.38,0
3846,3846,554,France,Female,48,7,0.0,2,1,1,63708.07,0
4336,4336,580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1
7179,7179,613,France,Male,42,7,115076.06,1,1,1,79323.61,0
567,567,687,Spain,Female,63,1,137715.66,1,1,1,37938.74,0
4338,4338,714,Spain,Male,25,2,0.0,1,1,1,132979.43,0
1603,1603,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0
7482,7482,718,Germany,Male,43,5,132615.73,2,1,0,32999.1,0
7247,7247,582,Germany,Female,40,3,110150.43,1,1,1,191757.65,1
2033,2033,665,Spain,Male,41,8,0.0,2,1,0,132152.32,0
541,541,622,France,Male,26,9,0.0,2,1,1,153237.59,0
8745,8745,663,Spain,Female,28,8,61274.7,2,1,0,136054.45,0
3593,3593,555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0
5867,5867,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0
7650,7650,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0
4857,4857,849,France,Male,27,0,0.0,2,0,1,157891.86,0
3528,3528,692,France,Male,28,5,61581.97,1,1,1,70179.91,0
2505,2505,607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0
5976,5976,537,France,Female,38,10,0.0,1,0,0,52337.97,1
6115,6115,494,France,Male,40,7,0.0,2,0,1,158071.69,0
8775,8775,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0
497,497,806,France,Male,40,5,80613.93,1,1,1,142838.64,0
714,714,650,Spain,Female,25,3,86605.5,3,1,0,16649.31,1
1310,1310,748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0
9460,9460,744,Spain,Male,35,7,0.0,2,1,1,43036.6,0
3648,3648,545,France,Male,47,8,105792.49,1,0,1,67830.2,1
4383,4383,645,France,Male,42,4,98298.18,1,1,1,676.06,0
6452,6452,538,Spain,Male,43,5,0.0,2,1,0,126933.73,0
3613,3613,664,Germany,Male,25,6,172812.72,2,1,1,108008.65,0
2701,2701,649,France,Female,31,2,0.0,2,1,0,15200.61,0
8533,8533,706,France,Male,34,8,0.0,2,1,1,37479.97,0
1939,1939,739,France,Male,37,7,104960.46,1,0,1,80883.82,0
7644,7644,675,France,Male,28,9,0.0,1,1,0,134110.93,0
6386,6386,621,Spain,Female,40,7,0.0,2,0,1,131283.6,1
934,934,592,Spain,Male,37,9,0.0,3,1,1,10656.89,0
8023,8023,664,France,Male,36,1,0.0,2,1,1,95372.64,0
9440,9440,593,Spain,Male,27,10,0.0,3,0,0,94620.0,1
8608,8608,727,Germany,Female,31,3,82729.47,2,1,0,60212.51,0
4837,4837,803,France,Male,28,3,0.0,2,1,0,159654.0,0
617,617,612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1
7312,7312,629,France,Female,43,0,0.0,2,1,1,41263.69,0
1473,1473,552,France,Male,36,8,0.0,2,0,0,132547.02,0
624,624,477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0
2344,2344,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1
2796,2796,697,France,Female,39,6,151553.19,1,1,1,44946.29,0
7393,7393,599,France,Male,28,7,119706.22,1,0,0,31190.42,0
8552,8552,468,France,Female,22,1,76318.64,1,1,1,194783.12,0
2934,2934,631,France,Male,33,7,0.0,1,1,1,58043.02,1
7920,7920,714,France,Male,34,5,141173.03,1,0,1,98896.06,0
2690,2690,648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0
6477,6477,549,France,Female,34,4,0.0,2,0,0,139463.57,0
7125,7125,746,France,Female,32,4,0.0,2,1,1,72909.75,0
5165,5165,850,France,Male,33,7,140956.99,1,0,0,3510.18,0
2269,2269,605,France,Female,33,4,0.0,2,0,1,83700.66,0
4435,4435,698,Germany,Female,64,1,169362.43,1,1,0,84760.32,1
8801,8801,510,France,Female,52,6,191665.21,1,1,1,131312.56,1
1643,1643,631,France,Female,34,4,124379.14,1,1,0,106892.91,0
1155,1155,729,France,Male,34,3,152303.8,1,1,0,12128.69,0
8686,8686,606,France,Female,71,8,0.0,2,1,1,169741.96,0
7158,7158,434,Germany,Male,55,8,109339.17,2,1,0,96405.88,1
1917,1917,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1
6623,6623,581,France,Male,28,3,104367.5,1,1,1,29937.75,0
9406,9406,850,France,Male,31,6,131996.66,2,1,1,178747.43,0
4898,4898,544,France,Female,40,7,0.0,1,0,1,161076.92,0
2761,2761,646,Germany,Male,50,6,145295.31,2,1,1,27814.74,0
2593,2593,692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0
7411,7411,626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0
9191,9191,572,France,Male,30,6,117696.67,1,1,0,100843.82,0
8883,8883,471,Spain,Female,28,5,0.0,2,1,1,22356.97,0
8415,8415,760,Spain,Male,38,3,91241.85,1,0,1,80682.35,0
8305,8305,746,France,Male,58,3,0.0,3,1,1,80344.96,1
4086,4086,759,Germany,Male,31,4,98899.91,1,1,1,47832.82,0
4457,4457,713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0
6410,6410,689,Spain,Female,63,1,0.0,2,1,1,186526.12,0
2657,2657,562,France,Male,29,9,0.0,1,1,1,25858.68,0
8507,8507,653,Germany,Female,38,5,114268.22,2,1,1,89524.83,0
7805,7805,635,France,Male,34,3,134692.4,2,1,1,83773.02,0
6429,6429,713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0
3808,3808,701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0
4994,4994,796,Germany,Female,52,9,167194.36,1,1,1,62808.93,1
3722,3722,619,France,Male,25,4,0.0,1,1,0,145524.36,0
6668,6668,606,France,Male,34,5,0.0,1,1,0,161971.42,0
5615,5615,520,France,Female,29,8,95947.76,1,1,0,4696.44,0
4800,4800,690,France,Male,39,6,0.0,2,1,0,160532.88,0
9970,9970,518,France,Male,42,7,151027.05,2,1,0,119377.36,0
912,912,545,Spain,Female,32,4,0.0,1,1,0,94739.2,0
272,272,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0
1556,1556,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0
850,850,646,Germany,Male,46,1,170826.55,2,1,0,45041.32,0
1015,1015,676,France,Female,37,5,89634.69,1,1,1,169583.18,1
9010,9010,645,Germany,Female,59,8,121669.93,2,0,0,91.75,1
1123,1123,779,Germany,Male,33,1,158456.76,1,1,1,197000.92,1
5159,5159,762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0
1329,1329,743,France,Female,40,6,0.0,1,1,0,28280.8,1
3737,3737,663,Spain,Male,27,8,0.0,1,1,1,188007.99,0
9480,9480,593,France,Female,33,0,95927.04,1,1,0,199478.05,0
2194,2194,850,France,Female,34,2,0.0,2,1,1,171706.66,0
9608,9608,700,Spain,Male,44,9,0.0,2,1,0,142287.65,0
7187,7187,552,France,Female,38,9,134105.01,1,0,0,57850.1,0
8310,8310,702,Spain,Male,43,6,116121.67,1,1,0,61602.42,0
3329,3329,850,France,Female,43,3,0.0,2,0,0,2465.8,0
4230,4230,670,France,Female,41,10,0.0,3,1,0,81602.02,0
1807,1807,818,France,Female,49,2,0.0,1,0,1,192298.84,1
7996,7996,717,France,Female,22,5,112465.06,1,1,1,92977.75,0
1129,1129,669,France,Female,35,7,0.0,1,1,1,49108.23,1
7595,7595,678,France,Female,50,6,0.0,1,1,0,8199.5,0
6256,6256,609,France,Male,37,1,39344.83,1,1,1,178291.89,1
5654,5654,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0
7539,7539,755,France,Male,42,2,119919.12,1,1,0,156868.21,0
6141,6141,572,France,Male,24,1,0.0,2,1,1,151460.84,0
5104,5104,714,Spain,Male,44,7,0.0,1,0,1,6923.11,0
6789,6789,668,France,Male,46,0,0.0,2,0,0,29388.02,0
6588,6588,539,Spain,Male,28,5,0.0,2,1,0,48382.4,0
3059,3059,631,France,Female,33,8,0.0,2,0,0,117374.22,0
2609,2609,682,France,Female,46,2,0.0,1,1,1,114442.66,0
2043,2043,723,France,Male,34,5,0.0,2,0,1,12092.03,0
1374,1374,632,France,Male,44,3,107764.75,1,1,0,185667.72,0
2288,2288,619,France,Female,30,7,70729.17,1,1,1,160948.87,0
2961,2961,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0
3333,3333,619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0
8788,8788,743,Germany,Female,35,1,146781.24,1,1,0,189307.7,0
4893,4893,764,Spain,Male,29,5,0.0,2,1,0,65868.28,0
7781,7781,705,France,Male,34,7,117715.84,1,1,0,2498.67,0
8651,8651,512,France,Male,43,1,0.0,2,1,1,52471.36,0
7685,7685,705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0
3789,3789,609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0
5604,5604,602,France,Male,49,0,191808.73,1,0,0,97640.2,0
3531,3531,408,France,Female,84,8,87873.39,1,0,0,188484.52,1
9324,9324,780,Germany,Male,71,9,142550.25,2,1,1,122506.78,0
2772,2772,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0
6104,6104,736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1
744,744,650,France,Male,60,8,0.0,2,1,1,102925.76,0
5114,5114,678,France,Male,60,8,185648.56,1,0,0,192156.54,1
4087,4087,637,France,Male,60,3,0.0,2,1,1,70174.03,0
9841,9841,567,Germany,Female,46,1,68238.51,2,1,1,109572.58,0
2811,2811,695,Spain,Female,34,9,0.0,2,1,1,67502.12,0
7281,7281,629,France,Male,59,9,113657.83,1,1,1,116848.79,1
9015,9015,573,Spain,Male,41,5,0.0,2,0,1,14479.29,0
7901,7901,628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0
5127,5127,821,Spain,Female,38,8,0.0,2,0,1,126241.4,1
2571,2571,680,France,Male,44,7,108724.98,1,0,1,72330.46,0
5560,5560,564,France,Male,35,4,0.0,1,1,0,158937.55,0
2236,2236,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
9637,9637,790,France,Female,31,2,151290.16,1,1,1,172437.12,0
4150,4150,761,France,Female,33,6,138053.79,2,1,0,148779.41,0
8279,8279,605,France,Female,34,2,0.0,1,0,0,35982.42,0
5463,5463,731,France,Female,36,6,0.0,1,0,0,152128.36,0
2105,2105,492,France,Female,31,7,0.0,2,1,1,49463.44,0
9039,9039,545,Spain,Female,44,1,0.0,2,1,1,82614.89,0
1749,1749,552,France,Male,42,9,133701.07,2,1,0,101069.71,1
3535,3535,662,Spain,Male,37,5,94901.09,1,1,1,48233.75,0
7747,7747,850,France,Female,24,6,0.0,2,1,1,13159.9,0
7148,7148,770,Spain,Male,30,8,0.0,2,0,1,50839.85,0
4305,4305,692,France,Female,31,2,0.0,2,1,0,91829.17,1
5494,5494,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1
6424,6424,743,France,Male,43,5,0.0,2,0,0,113079.19,1
9835,9835,838,France,Male,31,2,0.0,2,1,0,8222.96,0
3346,3346,714,France,Male,63,4,138082.16,1,0,1,166677.54,0
9253,9253,644,Spain,Male,49,10,0.0,2,1,1,145089.64,0
2172,2172,661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0
3293,3293,751,France,Female,39,3,0.0,2,1,1,84175.34,0
5671,5671,743,France,Female,73,6,0.0,2,0,1,107867.38,0
5530,5530,638,France,Male,34,6,114543.27,1,1,1,97755.29,0
3538,3538,554,Germany,Female,43,2,120847.11,1,1,0,7611.61,1
2415,2415,706,France,Male,32,6,94486.47,1,1,1,146949.74,0
8008,8008,591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0
2224,2224,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0
3816,3816,664,France,Female,31,9,114519.57,2,0,1,79222.02,0
7146,7146,749,France,Male,41,5,57568.94,1,1,1,61128.29,0
7593,7593,418,France,Male,28,7,98738.92,1,1,0,122190.22,0
5754,5754,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0
5398,5398,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1
8289,8289,682,France,Male,40,4,0.0,1,0,1,105352.55,0
3423,3423,493,Spain,Male,32,8,46161.18,1,1,1,79577.4,0
253,253,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0
7826,7826,648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1
2,2,502,France,Female,42,8,159660.8,3,1,0,113931.57,1
2670,2670,598,France,Female,64,9,0.0,1,0,1,13181.37,1
9184,9184,695,Spain,Female,56,4,0.0,2,1,0,84644.76,0
7962,7962,634,Germany,Female,56,3,116251.24,1,0,1,42429.88,1
8558,8558,574,France,Female,39,5,119013.86,1,1,0,103421.91,0
1421,1421,520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0
2906,2906,802,Spain,Male,41,6,0.0,2,1,0,47322.05,0
1777,1777,715,France,Male,34,4,124314.45,1,0,0,97782.92,0
4095,4095,730,Spain,Male,62,5,112181.08,1,0,1,61513.87,0
7010,7010,639,France,Female,35,8,0.0,1,0,0,164453.98,0
3000,3000,532,France,Female,40,5,0.0,2,0,1,177099.71,0
125,125,432,France,Male,42,9,152603.45,1,1,0,110265.24,1
6248,6248,590,France,Male,47,3,0.0,2,1,0,171774.5,0
5413,5413,671,France,Female,42,6,0.0,2,1,0,197202.48,0
1283,1283,669,France,Male,45,7,149364.58,1,0,1,173454.07,0
5410,5410,623,France,Female,28,4,0.0,2,1,0,41227.67,0
1047,1047,726,France,Female,48,4,0.0,1,1,0,114020.06,1
9743,9743,752,Germany,Male,32,9,115587.49,2,0,1,101677.46,0
2684,2684,574,Spain,Female,28,7,0.0,2,0,0,185660.3,0
9414,9414,544,Spain,Female,53,9,0.0,1,1,0,125692.07,1
